X	Y_Calc	Y_Init	Diff_Y_Calc_Init
      62.484000      78.479737      78.478720       0.001017
      62.544000      74.495840      74.495581       0.000259
      62.613000      70.954641      70.954746      -0.000105
      62.676000      68.496909      68.496543       0.000366
      62.732000      66.813651      66.814125      -0.000474
      62.795000      65.390540      65.390827      -0.000287
      62.863000      64.326419      64.326198       0.000221
      62.926000      63.718798      63.718464       0.000334
      62.982000      63.452414      63.452176       0.000238
      63.045000      63.438583      63.438309       0.000274
      63.113000      63.745233      63.745393      -0.000160
      63.176000      64.320322      64.320982      -0.000660
      63.232000      65.066560      65.066354       0.000206
      63.295000      66.172869      66.172961      -0.000092
      63.363000      67.696117      67.696447      -0.000330
      63.426000      69.431361      69.430536       0.000825
      63.482000      71.249725      71.249343       0.000382
      63.545000      73.635489      73.634610       0.000879
      63.613000      76.650721      76.650883      -0.000162
      63.676000      79.905634      79.905256       0.000378
      63.732000      83.215903      83.215283       0.000620
      63.795000      87.477085      87.477385      -0.000300
      63.863000      92.816933      92.817746      -0.000813
      63.926000      98.582419      98.581940       0.000479
      63.976000     103.818089     103.817390       0.000699
      64.032000     110.505390     110.505979      -0.000589
      64.088000     118.242751     118.243288      -0.000537
      64.145000     127.422467     127.421983       0.000484
      64.213000     140.542868     140.543190      -0.000322
      64.283000     157.324843     157.325113      -0.000270
      64.338000     173.797459     173.797997      -0.000538
      64.393000     194.662002     194.661295       0.000707
      64.454000     226.821287     226.822049      -0.000762
      64.516000     278.852638     278.853922      -0.001284
      64.583000     381.599172     381.598909       0.000263
      64.644000     559.287393     559.288250      -0.000857
      64.706000     882.184171     882.184939      -0.000768
      64.767000    1400.033192    1400.033989      -0.000797
      64.831000    2185.081876    2185.081151       0.000725
      64.894000    3139.658608    3139.657830       0.000778
      64.956000    4074.023666    4074.023627       0.000039
      65.018000    4718.457793    4718.458090      -0.000297
      65.080000    4805.628889    4805.629460      -0.000571
      65.144000    4292.775925    4292.775774       0.000151
      65.210000    3413.937793    3413.937256       0.000537
      65.270000    2595.200120    2595.200192      -0.000072
      65.329000    1938.937924    1938.938940      -0.001016
      65.392000    1463.555924    1463.554856       0.001068
      65.460000    1184.411720    1184.411745      -0.000025
      65.520000    1073.278464    1073.278765      -0.000301
      65.579000    1030.401950    1030.402199      -0.000249
      65.642000    1015.540335    1015.540248       0.000087
      65.710000    1009.025276    1009.024952       0.000324
      65.770000    1002.161743    1002.162631      -0.000888
      65.829000     991.957744     991.958333      -0.000589
      65.892000     976.626379     976.625383       0.000996
      65.960000     954.152092     954.152730      -0.000638
      66.020000     928.346496     928.346880      -0.000384
      66.079000     896.805512     896.806009      -0.000497
      66.142000     856.297608     856.297213       0.000395
      66.210000     805.286242     805.286978      -0.000736
      66.270000     755.396557     755.395700       0.000857
      66.329000     703.431297     703.431133       0.000164
      66.392000     646.588135     646.589250      -0.001115
      66.460000     585.992313     585.993216      -0.000903
      66.520000     535.100476     535.100540      -0.000064
      66.579000     488.703012     488.702473       0.000539
      66.642000     444.438837     444.438691       0.000146
      66.710000     403.849559     403.850152      -0.000593
      66.770000     374.826863     374.825979       0.000884
      66.829000     352.817464     352.818592      -0.001128
      66.892000     336.652033     336.651894       0.000139
      66.960000     327.743891     327.744485      -0.000594
      67.016000     327.048779     327.048197       0.000582
      67.075000     332.641352     332.641180       0.000172
      67.143000     346.864559     346.864976      -0.000417
      67.207000     367.420178     367.420618      -0.000440
      67.269000     393.339360     393.338757       0.000603
      67.327000     422.218474     422.217944       0.000530
      67.392000     458.704935     458.703874       0.001061
      67.458000     498.516708     498.516249       0.000459
      67.519000     535.813821     535.814614      -0.000793
      67.577000     569.757950     569.757617       0.000333
      67.638000     601.719107     601.718881       0.000226
      67.707000     630.507487     630.507382       0.000105
      67.769000     647.475526     647.474668       0.000858
      67.828000     654.203135     654.202518       0.000617
      67.891000     650.350435     650.350119       0.000316
      67.957000     634.049807     634.049084       0.000723
      68.026000     605.116529     605.116770      -0.000241
      68.084000     573.794270     573.795104      -0.000834
      68.141000     538.963804     538.963055       0.000749
      68.210000     490.114573     490.115047      -0.000474
      68.276000     447.813880     447.814053      -0.000173
      68.334000     412.298218     412.298360      -0.000142
      68.391000     379.709331     379.709136       0.000195
      68.460000     343.879232     343.880001      -0.000769
      68.526000     313.167524     313.166921       0.000603
      68.584000     288.773125     288.772501       0.000624
      68.641000     266.750334     266.750104       0.000230
      68.710000     242.111397     242.110956       0.000441
      68.776000     220.172172     220.171273       0.000899
      68.834000     202.036358     202.036643      -0.000285
      68.891000     185.260486     185.259752       0.000734
      68.960000     166.420258     166.420632      -0.000374
      69.026000     150.006963     150.006615       0.000348
